,H,RBI,AVG,OBP,SLG,OPS,ISO,XBH+
407,149,72,0.255,0.316,0.369,0.685,0.115,0.0340557275541795
408,173,86,0.281,0.358,0.49,0.848,0.209,0.1060171919770773
409,107,77,0.225,0.312,0.466,0.779,0.242,0.0369685767097966
410,162,74,0.264,0.313,0.39,0.702,0.126,0.0726172465960665
411,110,94,0.242,0.41,0.459,0.869,0.218,-0.0387205387205387
412,159,77,0.277,0.341,0.419,0.76,0.141,0.0782472613458529
413,148,60,0.286,0.395,0.418,0.813,0.132,0.116504854368932
414,155,36,0.282,0.366,0.326,0.692,0.044,0.0489731437598736
415,160,79,0.314,0.405,0.457,0.862,0.143,0.1275167785234899
416,184,56,0.295,0.347,0.376,0.723,0.08,0.0584045584045584
417,148,85,0.272,0.326,0.45,0.775,0.178,0.0834724540901502
418,130,101,0.281,0.367,0.541,0.908,0.26,0.014760147601476
419,177,117,0.311,0.391,0.477,0.868,0.167,0.0541353383458646
420,147,88,0.247,0.342,0.401,0.743,0.153,0.044927536231884
421,161,37,0.287,0.352,0.364,0.715,0.077,0.0558213716108452
422,113,53,0.237,0.308,0.37,0.677,0.132,0.0
423,203,62,0.336,0.389,0.424,0.813,0.088,0.1325478645066274
424,147,85,0.257,0.327,0.434,0.761,0.177,-0.0440251572327044
425,133,85,0.239,0.312,0.41,0.722,0.171,0.0192926045016077
426,106,55,0.231,0.283,0.36,0.643,0.129,0.0236220472440944
427,114,60,0.257,0.336,0.402,0.738,0.144,0.0707269155206286
428,143,28,0.254,0.316,0.334,0.65,0.08,0.0576923076923076
429,139,46,0.293,0.335,0.385,0.721,0.093,0.0349514563106796
430,168,36,0.283,0.349,0.354,0.703,0.071,0.0907738095238095
431,131,60,0.278,0.32,0.403,0.724,0.125,0.001953125
432,124,38,0.233,0.326,0.276,0.602,0.043,0.05
433,131,40,0.277,0.317,0.378,0.695,0.101,0.0953307392996108
434,131,84,0.228,0.306,0.361,0.667,0.132,-0.071097372488408
435,131,56,0.258,0.314,0.392,0.706,0.134,0.1216457960644007
436,111,58,0.219,0.301,0.323,0.625,0.105,0.0644599303135888
437,129,40,0.255,0.286,0.354,0.639,0.099,-0.003731343283582
438,123,46,0.27,0.325,0.41,0.735,0.14,0.0
439,149,75,0.285,0.317,0.407,0.724,0.122,0.0679785330948121
440,102,41,0.233,0.349,0.332,0.681,0.098,0.0670498084291187
441,125,29,0.247,0.287,0.308,0.596,0.061,0.0383912248628884
442,134,56,0.245,0.272,0.378,0.65,0.133,0.0378657487091222
443,145,70,0.268,0.317,0.404,0.721,0.137,-0.0118043844856661
444,154,76,0.245,0.293,0.381,0.674,0.135,0.010204081632653
445,134,48,0.232,0.28,0.289,0.569,0.057,0.0219780219780219
446,132,54,0.246,0.283,0.324,0.607,0.078,0.017391304347826
447,118,57,0.213,0.228,0.316,0.544,0.103,0.0175131348511383
449,192,60,0.325,0.418,0.441,0.859,0.115,0.1519536903039073
450,150,108,0.277,0.361,0.518,0.879,0.242,0.0611916264090177
451,188,100,0.306,0.354,0.559,0.913,0.254,0.1555555555555555
452,184,95,0.33,0.414,0.52,0.934,0.19,0.1286821705426356
453,148,72,0.328,0.417,0.457,0.874,0.129,0.1090573012939001
454,185,67,0.301,0.358,0.396,0.753,0.094,0.1086637298091042
455,174,84,0.303,0.357,0.539,0.896,0.237,0.1426307448494453
456,172,44,0.309,0.375,0.433,0.809,0.124,0.1383147853736089
457,171,122,0.277,0.319,0.488,0.807,0.211,0.0165662650602409
458,192,44,0.309,0.397,0.384,0.781,0.076,0.1065573770491803
459,133,94,0.296,0.389,0.531,0.92,0.236,0.053231939163498
460,140,77,0.284,0.367,0.465,0.832,0.181,0.047451669595782
461,123,57,0.268,0.367,0.416,0.783,0.148,0.0611111111111111
462,152,93,0.29,0.36,0.544,0.904,0.254,0.1086587436332767
463,153,71,0.27,0.343,0.476,0.819,0.206,0.160377358490566
464,142,42,0.305,0.384,0.459,0.844,0.155,0.0893854748603352
465,175,120,0.28,0.322,0.518,0.841,0.238,0.1268221574344023
466,185,98,0.296,0.339,0.471,0.81,0.176,0.0766961651917404
467,140,82,0.269,0.353,0.455,0.808,0.186,0.103161397670549
468,182,82,0.309,0.372,0.413,0.785,0.104,0.0906344410876132
469,122,73,0.261,0.375,0.413,0.788,0.152,0.0404929577464788
470,124,78,0.282,0.373,0.535,0.908,0.253,0.0734126984126984
471,145,39,0.292,0.34,0.4,0.741,0.109,0.0333951762523191
472,177,95,0.295,0.357,0.448,0.805,0.153,0.0634218289085545
473,118,86,0.26,0.347,0.486,0.833,0.225,0.0694980694980695
474,153,42,0.276,0.342,0.348,0.689,0.072,0.0064412238325281
475,130,50,0.254,0.33,0.305,0.635,0.051,0.0861486486486486
476,144,90,0.244,0.319,0.434,0.753,0.19,0.0778443113772455
477,168,60,0.287,0.34,0.381,0.721,0.094,0.0712074303405572
478,177,72,0.309,0.357,0.415,0.772,0.106,0.1573926868044515
479,129,67,0.291,0.386,0.431,0.817,0.14,0.0427184466019417
480,171,68,0.283,0.337,0.434,0.771,0.151,0.17298937784522
481,121,57,0.244,0.333,0.398,0.731,0.154,0.0491228070175438
482,131,62,0.287,0.379,0.392,0.771,0.105,0.087360594795539
483,164,100,0.31,0.358,0.535,0.893,0.225,0.1153184165232358
484,144,45,0.289,0.375,0.393,0.768,0.104,0.0192307692307692
485,148,52,0.254,0.329,0.362,0.691,0.108,0.0373563218390804
486,139,25,0.276,0.327,0.381,0.708,0.105,0.1174311926605504
487,151,91,0.266,0.307,0.424,0.732,0.158,0.0242718446601941
488,118,37,0.252,0.35,0.316,0.666,0.064,0.0271247739602169
489,148,87,0.256,0.306,0.409,0.715,0.154,-0.0875796178343949
490,122,56,0.245,0.299,0.392,0.691,0.147,0.0200364298724954
491,141,48,0.255,0.305,0.35,0.654,0.094,0.015126050420168
492,136,78,0.27,0.339,0.421,0.761,0.151,0.0
493,134,59,0.283,0.32,0.403,0.723,0.12,0.0919765166340508
494,134,48,0.261,0.305,0.34,0.646,0.08,0.0499108734402852
495,143,66,0.262,0.283,0.426,0.709,0.163,0.0575916230366492
496,119,52,0.242,0.316,0.382,0.699,0.14,-0.043010752688172
497,106,35,0.234,0.333,0.342,0.675,0.108,0.0544090056285178
498,145,57,0.258,0.293,0.348,0.641,0.089,-0.0083752093802345
499,130,28,0.254,0.305,0.297,0.602,0.043,-0.0053667262969588
500,125,59,0.248,0.28,0.362,0.642,0.115,0.0425138632162661
501,131,51,0.242,0.302,0.309,0.611,0.067,-0.0318791946308724
502,140,80,0.281,0.334,0.426,0.76,0.145,0.0306859205776173
503,131,72,0.242,0.282,0.414,0.697,0.172,-0.0294627383015597
504,147,115,0.232,0.29,0.391,0.681,0.159,0.0545193687230989
505,149,116,0.292,0.41,0.514,0.924,0.222,0.1261829652996845
506,170,100,0.291,0.379,0.485,0.865,0.195,0.1096491228070175
508,140,69,0.302,0.378,0.506,0.884,0.205,0.1423149905123339
509,175,88,0.301,0.354,0.505,0.859,0.204,0.11875
510,136,91,0.256,0.346,0.481,0.827,0.226,0.0461285008237232
511,170,116,0.301,0.359,0.536,0.895,0.235,0.0980707395498392
512,168,62,0.317,0.355,0.432,0.787,0.115,0.1616871704745167
513,157,50,0.285,0.38,0.367,0.747,0.082,0.1497659906396256
514,158,98,0.268,0.31,0.499,0.809,0.231,0.011023622047244
515,158,92,0.294,0.367,0.483,0.851,0.19,0.0617886178861788
516,174,100,0.302,0.391,0.492,0.883,0.191,0.1514705882352941
517,182,38,0.296,0.401,0.343,0.744,0.047,0.0726027397260273
518,129,48,0.262,0.352,0.447,0.799,0.185,0.0471204188481675
519,170,54,0.285,0.331,0.406,0.737,0.121,0.0990853658536585
520,164,67,0.27,0.33,0.428,0.757,0.158,0.0760401721664275
521,163,82,0.294,0.387,0.437,0.824,0.143,0.0123076923076923
522,134,99,0.265,0.361,0.491,0.852,0.226,0.0255102040816326
523,152,59,0.318,0.374,0.479,0.853,0.161,0.1098696461824953
524,146,117,0.259,0.342,0.535,0.877,0.277,0.0972644376899696
525,141,64,0.29,0.349,0.458,0.807,0.168,0.0092764378478664
526,130,83,0.265,0.355,0.446,0.801,0.181,0.0866551126516464
527,147,106,0.278,0.396,0.494,0.89,0.216,0.0
528,141,75,0.3,0.368,0.481,0.848,0.181,0.0912476722532588
529,161,46,0.295,0.358,0.374,0.731,0.079,0.064039408866995
530,120,69,0.254,0.32,0.433,0.753,0.18,0.0
531,121,57,0.264,0.319,0.351,0.67,0.087,0.0117647058823529
532,173,77,0.305,0.36,0.438,0.798,0.134,0.016
533,158,81,0.28,0.353,0.412,0.765,0.133,0.0501567398119122
534,155,87,0.267,0.296,0.403,0.7,0.136,-0.019543973941368
535,153,104,0.272,0.302,0.488,0.79,0.217,0.0755033557046979
536,152,38,0.272,0.337,0.36,0.697,0.088,0.0692431561996779
537,145,80,0.253,0.312,0.383,0.695,0.131,0.0411392405063291
538,155,43,0.312,0.357,0.408,0.765,0.097,0.0552486187845303
539,161,58,0.271,0.328,0.389,0.717,0.118,-0.0288315629742033
540,149,39,0.267,0.31,0.373,0.683,0.106,0.0368509212730318
541,141,105,0.251,0.338,0.496,0.834,0.244,0.1043613707165109
542,150,96,0.26,0.321,0.403,0.724,0.142,0.0594679186228482
543,159,86,0.285,0.323,0.468,0.791,0.183,0.087893864013267
544,169,58,0.273,0.346,0.373,0.719,0.1,0.1066856330014224
545,132,62,0.272,0.336,0.374,0.711,0.103,0.0946196660482374
546,142,69,0.251,0.301,0.392,0.693,0.141,0.0260162601626016
547,108,51,0.258,0.378,0.342,0.721,0.084,0.0676982591876208
548,134,51,0.238,0.347,0.332,0.68,0.094,-0.0579494799405646
549,128,50,0.26,0.292,0.407,0.699,0.146,0.0674157303370786
550,121,50,0.262,0.319,0.362,0.682,0.1,0.0514851485148514
551,135,74,0.259,0.322,0.416,0.738,0.157,0.1176470588235294
552,133,54,0.265,0.306,0.339,0.644,0.074,0.0403669724770642
553,115,73,0.249,0.337,0.397,0.734,0.148,-0.0546139359698681
554,137,81,0.252,0.309,0.415,0.724,0.164,0.0417362270450751
555,136,44,0.252,0.283,0.351,0.634,0.098,-0.0157894736842105
556,130,73,0.225,0.292,0.334,0.626,0.109,-0.0062794348508634
558,186,87,0.304,0.371,0.51,0.881,0.206,0.1353711790393013
559,131,109,0.27,0.385,0.524,0.908,0.254,0.07008547008547
560,184,100,0.33,0.385,0.58,0.965,0.25,0.1893203883495145
561,199,89,0.324,0.381,0.505,0.886,0.181,0.1093294460641399
562,158,93,0.27,0.369,0.469,0.839,0.2,0.0773722627737226
563,152,104,0.286,0.394,0.556,0.95,0.269,0.0632911392405063
564,177,55,0.292,0.355,0.407,0.762,0.115,0.0991253644314868
565,159,93,0.301,0.353,0.506,0.859,0.205,0.078902229845626
566,162,78,0.304,0.377,0.454,0.831,0.15,0.1116584564860427
567,199,105,0.311,0.345,0.473,0.818,0.163,0.1335268505079825
568,124,72,0.256,0.359,0.446,0.805,0.19,0.0665499124343257
569,180,66,0.276,0.322,0.418,0.741,0.142,0.1089108910891089
570,153,31,0.295,0.367,0.342,0.708,0.046,0.1033898305084745
571,175,86,0.293,0.371,0.48,0.851,0.187,0.0087976539589442
572,172,45,0.323,0.393,0.432,0.826,0.109,0.1364392678868552
573,171,39,0.309,0.413,0.391,0.803,0.081,0.0695266272189349
574,160,96,0.273,0.368,0.444,0.812,0.171,0.0688665710186513
575,146,70,0.249,0.283,0.392,0.675,0.143,0.0175159235668789
576,164,70,0.323,0.423,0.458,0.881,0.134,0.0691927512355848
577,185,79,0.307,0.38,0.43,0.809,0.123,0.1262699564586357
578,165,41,0.317,0.371,0.415,0.786,0.098,0.1704745166959578
579,167,55,0.264,0.326,0.383,0.709,0.119,0.0491573033707865
580,170,39,0.277,0.378,0.369,0.747,0.091,0.058252427184466
581,149,62,0.294,0.35,0.441,0.79,0.146,0.0825852782764811
582,154,73,0.3,0.384,0.476,0.86,0.175,0.0732113144758735
583,155,56,0.292,0.359,0.398,0.757,0.106,0.013355592654424
584,115,49,0.26,0.333,0.415,0.749,0.156,0.0376237623762376
585,141,80,0.259,0.321,0.415,0.736,0.156,0.0299003322259136
586,150,90,0.277,0.316,0.456,0.772,0.179,0.070446735395189
587,150,75,0.295,0.347,0.432,0.779,0.138,0.0018148820326678
588,131,57,0.27,0.316,0.388,0.704,0.118,0.0056179775280898
589,144,93,0.261,0.336,0.423,0.759,0.162,0.072
590,113,48,0.257,0.352,0.364,0.717,0.107,0.0194552529182879
591,122,66,0.246,0.346,0.373,0.719,0.127,0.0136986301369863
592,141,36,0.297,0.339,0.354,0.693,0.057,-0.0176470588235294
593,120,66,0.227,0.286,0.384,0.67,0.157,-0.0225694444444444
594,171,37,0.275,0.337,0.359,0.696,0.084,0.0893371757925072
595,109,70,0.249,0.348,0.432,0.779,0.183,0.0612648221343873
596,120,58,0.242,0.278,0.383,0.661,0.141,-0.0228136882129277
597,121,44,0.249,0.29,0.359,0.649,0.109,0.0095602294455066
598,153,50,0.267,0.292,0.389,0.68,0.122,0.0231404958677685
599,140,88,0.257,0.304,0.426,0.73,0.169,0.0186757215619694
600,120,59,0.223,0.296,0.331,0.627,0.108,0.0033222591362126
601,139,30,0.26,0.331,0.333,0.664,0.073,-0.0033444816053511
602,111,65,0.231,0.272,0.371,0.643,0.14,0.0708812260536398
603,110,39,0.235,0.275,0.269,0.544,0.034,0.0473372781065088
605,174,112,0.318,0.37,0.561,0.932,0.243,0.0930232558139534
606,194,66,0.305,0.42,0.482,0.902,0.177,0.1914618369987063
607,187,51,0.31,0.392,0.437,0.83,0.127,0.042796005706134
608,154,65,0.312,0.375,0.496,0.87,0.184,0.0697674418604651
609,170,110,0.294,0.325,0.561,0.886,0.268,0.1615508885298869
610,166,117,0.274,0.345,0.51,0.854,0.236,0.0923753665689149
611,171,88,0.32,0.388,0.516,0.903,0.196,0.1050903119868637
612,188,95,0.298,0.351,0.438,0.789,0.14,0.1096681096681096
613,186,83,0.342,0.408,0.485,0.894,0.143,0.1633986928104575
614,182,73,0.305,0.401,0.436,0.837,0.131,0.0661971830985915
615,162,72,0.3,0.361,0.457,0.818,0.157,0.0836065573770491
616,131,105,0.257,0.392,0.482,0.875,0.225,0.0659340659340659
617,158,120,0.27,0.357,0.515,0.871,0.244,0.0880597014925373
618,169,85,0.316,0.43,0.475,0.905,0.159,0.0998463901689708
619,193,98,0.325,0.393,0.475,0.867,0.15,0.1642011834319526
620,175,64,0.287,0.373,0.474,0.847,0.187,0.1018387553041018
621,130,86,0.265,0.371,0.469,0.841,0.204,0.1030927835051546
622,156,93,0.261,0.309,0.485,0.794,0.224,0.0312012480499219
623,142,29,0.295,0.389,0.372,0.761,0.077,0.0658362989323843
624,174,98,0.37,0.403,0.602,1.005,0.232,0.116600790513834
625,175,98,0.305,0.355,0.522,0.876,0.216,0.1253968253968254
626,170,70,0.305,0.37,0.481,0.851,0.176,0.1511254019292604
627,133,87,0.265,0.352,0.522,0.874,0.257,0.0738831615120274
628,125,65,0.272,0.345,0.437,0.782,0.165,0.0192307692307692
629,180,98,0.295,0.356,0.406,0.762,0.111,0.109809663250366
630,140,70,0.313,0.414,0.443,0.857,0.13,0.079696394686907
631,175,59,0.358,0.398,0.497,0.895,0.139,0.1910112359550561
632,148,93,0.273,0.372,0.442,0.814,0.169,0.0734375
633,138,85,0.286,0.34,0.483,0.824,0.197,0.1308411214953271
634,143,56,0.283,0.346,0.412,0.758,0.129,0.0193321616871704
635,167,89,0.31,0.348,0.526,0.874,0.216,0.108433734939759
636,141,45,0.287,0.352,0.369,0.721,0.081,0.0738738738738738
637,145,44,0.266,0.304,0.385,0.689,0.119,0.0683760683760683
638,157,53,0.288,0.337,0.356,0.693,0.068,0.1426202321724709
639,136,83,0.274,0.343,0.444,0.786,0.169,0.0213143872113676
640,124,24,0.269,0.351,0.315,0.666,0.046,0.056390977443609
641,124,49,0.252,0.335,0.341,0.676,0.089,0.0527240773286467
642,155,70,0.282,0.331,0.372,0.702,0.089,-0.0082372322899505
643,147,41,0.267,0.327,0.33,0.657,0.064,0.0424143556280587
644,111,100,0.24,0.335,0.509,0.843,0.268,-0.003731343283582
645,121,66,0.249,0.319,0.397,0.716,0.148,0.037037037037037
646,133,39,0.266,0.367,0.308,0.675,0.042,-0.0101522842639593
647,174,79,0.292,0.351,0.403,0.754,0.111,-0.0319148936170212
648,139,73,0.283,0.367,0.432,0.799,0.149,0.1005291005291005
649,174,100,0.285,0.325,0.467,0.792,0.182,0.1092564491654021
650,181,42,0.298,0.387,0.371,0.758,0.072,0.0600558659217877
651,172,84,0.272,0.311,0.408,0.718,0.136,0.0513196480938416
652,158,54,0.287,0.34,0.358,0.697,0.071,0.0486223662884927
653,158,103,0.277,0.352,0.433,0.785,0.156,0.0927357032457496
654,132,42,0.269,0.355,0.353,0.708,0.084,0.1203539823008849
655,143,46,0.301,0.353,0.389,0.742,0.088,0.0366088631984585
656,143,82,0.259,0.315,0.44,0.755,0.181,0.0605564648117839
657,159,62,0.269,0.346,0.331,0.676,0.061,0.043103448275862
658,135,64,0.281,0.338,0.481,0.82,0.2,0.0284090909090909
659,135,67,0.282,0.324,0.444,0.768,0.161,0.09765625
660,142,75,0.262,0.321,0.39,0.711,0.129,0.0520134228187919
661,132,48,0.253,0.302,0.324,0.626,0.071,0.1223776223776223
662,115,75,0.239,0.276,0.384,0.659,0.145,-0.0172744721689059
663,147,47,0.269,0.316,0.399,0.716,0.13,0.0871021775544388
664,123,31,0.276,0.333,0.346,0.679,0.07,0.0654761904761904
665,142,99,0.253,0.323,0.423,0.746,0.171,0.0207667731629392
666,108,50,0.23,0.291,0.38,0.671,0.149,-0.001937984496124
667,134,80,0.27,0.32,0.446,0.765,0.175,0.0404411764705882
668,106,47,0.236,0.3,0.343,0.643,0.107,-0.0216535433070866
669,137,56,0.266,0.331,0.397,0.728,0.132,-0.0719298245614035
670,145,87,0.255,0.324,0.406,0.73,0.151,-0.0408163265306122
671,153,80,0.247,0.287,0.409,0.696,0.162,0.0668693009118541
672,118,58,0.248,0.308,0.387,0.695,0.139,0.0767754318618042
673,140,73,0.282,0.304,0.417,0.721,0.135,0.0405405405405405
674,142,72,0.262,0.303,0.417,0.72,0.155,-0.0136752136752136
675,106,62,0.222,0.271,0.342,0.612,0.119,0.0076628352490421
677,122,81,0.312,0.426,0.647,1.073,0.335,0.2151898734177215
678,135,94,0.318,0.389,0.623,1.012,0.304,0.1359832635983263
679,143,78,0.339,0.397,0.592,0.989,0.254,0.1613588110403397
680,119,96,0.267,0.319,0.607,0.926,0.339,0.1014492753623188
681,127,86,0.322,0.394,0.587,0.981,0.266,0.1482300884955752
682,139,56,0.318,0.411,0.483,0.893,0.165,0.1663405088062622
683,101,77,0.326,0.429,0.681,1.11,0.355,0.1157894736842105
684,137,45,0.288,0.344,0.427,0.771,0.139,0.1343570057581574
685,165,64,0.394,0.454,0.568,1.022,0.174,0.2273684210526315
686,115,75,0.283,0.352,0.495,0.847,0.212,0.0881057268722467
687,129,92,0.319,0.37,0.541,0.91,0.222,0.0929705215419501
688,128,70,0.3,0.339,0.545,0.884,0.244,0.0327510917030567
689,110,59,0.313,0.427,0.531,0.958,0.219,0.125
690,119,52,0.279,0.369,0.419,0.788,0.141,0.1137724550898203
691,117,45,0.276,0.353,0.441,0.794,0.165,0.0698151950718685
692,144,82,0.319,0.373,0.525,0.898,0.206,0.0383064516129032
693,131,33,0.314,0.411,0.446,0.857,0.132,0.1149193548387096
694,105,62,0.263,0.332,0.48,0.812,0.218,-0.0067114093959731
695,117,67,0.29,0.374,0.504,0.878,0.213,0.008695652173913
696,98,53,0.293,0.364,0.485,0.849,0.192,0.0427807486631016
697,121,68,0.292,0.341,0.475,0.816,0.183,0.0265486725663716
698,97,30,0.295,0.392,0.398,0.79,0.103,0.1108247422680412
699,86,24,0.273,0.404,0.435,0.839,0.162,0.155440414507772
700,116,78,0.28,0.356,0.502,0.859,0.222,0.0708154506437768
701,111,57,0.267,0.359,0.488,0.847,0.221,0.0518672199170124
702,89,78,0.276,0.38,0.584,0.964,0.307,0.1432291666666666
703,146,78,0.335,0.385,0.491,0.875,0.156,0.0869565217391304
704,122,63,0.294,0.363,0.489,0.853,0.195,0.1092077087794432
705,103,33,0.276,0.329,0.434,0.764,0.158,0.105515587529976
706,92,41,0.273,0.322,0.424,0.746,0.151,0.013550135501355
707,91,30,0.236,0.295,0.327,0.623,0.091,-0.0307328605200945
708,111,75,0.267,0.348,0.47,0.818,0.202,0.1069182389937107
709,98,45,0.258,0.329,0.382,0.71,0.124,0.0529953917050691
710,100,30,0.262,0.326,0.349,0.675,0.087,0.1131639722863741
711,129,55,0.325,0.391,0.489,0.88,0.164,0.1476510067114094
712,133,56,0.306,0.333,0.516,0.849,0.21,0.079295154185022
713,120,44,0.298,0.37,0.414,0.784,0.117,0.1013215859030837
714,112,31,0.301,0.356,0.406,0.762,0.105,0.0049261083743842
715,133,85,0.319,0.356,0.592,0.949,0.273,0.0801781737193764
716,107,67,0.273,0.353,0.429,0.782,0.156,0.0911111111111111
717,102,50,0.279,0.361,0.426,0.787,0.148,0.0995260663507109
718,129,31,0.32,0.383,0.397,0.78,0.077,0.0378619153674833
719,147,95,0.304,0.334,0.548,0.882,0.244,0.1296660117878192
720,122,68,0.32,0.368,0.491,0.858,0.171,0.0566037735849056
721,105,35,0.266,0.328,0.368,0.696,0.102,0.0804597701149425
722,80,33,0.25,0.357,0.322,0.679,0.072,0.0372340425531914
723,103,31,0.294,0.363,0.363,0.726,0.069,0.0532994923857868
724,105,51,0.272,0.343,0.412,0.755,0.14,0.0532407407407407
725,71,39,0.227,0.317,0.387,0.703,0.16,-0.0223463687150838
726,116,29,0.257,0.34,0.357,0.697,0.1,0.0935672514619883
727,89,41,0.278,0.347,0.453,0.8,0.175,0.0696378830083565
728,122,50,0.288,0.348,0.433,0.78,0.144,0.0259179265658747
729,98,51,0.284,0.34,0.42,0.76,0.136,0.1005291005291005
730,75,59,0.225,0.301,0.434,0.735,0.21,-0.0580474934036939
731,96,45,0.253,0.336,0.363,0.7,0.111,0.037122969837587
732,114,28,0.277,0.309,0.367,0.676,0.09,0.0115207373271889
733,108,46,0.266,0.31,0.426,0.736,0.16,0.0758928571428571
734,92,30,0.246,0.34,0.358,0.698,0.112,-0.0092807424593967
735,114,30,0.263,0.305,0.33,0.635,0.067,0.0277777777777777
736,90,49,0.263,0.334,0.418,0.752,0.155,-0.0157894736842105
737,86,33,0.249,0.291,0.394,0.685,0.145,-0.0754716981132075
738,135,54,0.311,0.354,0.454,0.808,0.143,0.0
739,94,41,0.281,0.332,0.398,0.731,0.117,0.0191256830601092
740,93,48,0.268,0.306,0.406,0.713,0.138,0.0213903743315508
741,89,42,0.263,0.316,0.375,0.691,0.112,0.0687830687830687
742,82,24,0.251,0.314,0.358,0.672,0.107,0.0054644808743169
743,82,52,0.242,0.325,0.404,0.729,0.162,-0.0542635658914728
744,92,35,0.278,0.313,0.435,0.748,0.157,0.0561797752808988
745,75,41,0.22,0.302,0.44,0.742,0.22,-0.0207792207792207
746,81,43,0.241,0.308,0.387,0.695,0.146,0.0826666666666666
747,106,32,0.251,0.336,0.303,0.639,0.052,0.0329218106995884
748,105,33,0.256,0.31,0.324,0.635,0.068,0.0087719298245614
749,149,104,0.294,0.431,0.577,1.009,0.283,0.1511811023622047
750,148,99,0.306,0.397,0.579,0.975,0.273,0.0687830687830687
751,167,77,0.302,0.406,0.483,0.889,0.181,0.1367013372956909
752,150,93,0.346,0.4,0.606,1.006,0.26,0.1073684210526315
754,151,119,0.268,0.34,0.5,0.84,0.232,0.0174880763116057
755,180,92,0.326,0.395,0.516,0.911,0.19,0.1929824561403508
756,151,101,0.306,0.381,0.607,0.988,0.302,0.1708185053380783
757,164,105,0.298,0.369,0.535,0.905,0.238,0.0516129032258064
758,130,87,0.29,0.399,0.496,0.894,0.205,0.0667903525046382
759,145,81,0.296,0.339,0.488,0.827,0.192,0.0952380952380952
760,134,82,0.277,0.36,0.513,0.873,0.236,0.0596745027124773
761,153,88,0.285,0.328,0.496,0.824,0.211,0.0862068965517241
762,159,94,0.302,0.38,0.513,0.894,0.211,0.0647840531561461
763,140,57,0.295,0.356,0.464,0.82,0.169,0.0952380952380952
764,167,48,0.288,0.348,0.44,0.788,0.152,0.0893416927899686
765,104,78,0.253,0.365,0.479,0.844,0.226,0.0977596741344195
766,113,88,0.276,0.386,0.554,0.94,0.278,0.0466531440162271
767,146,83,0.3,0.365,0.468,0.833,0.168,0.0899082568807339
768,146,105,0.302,0.379,0.52,0.899,0.217,0.0551601423487544
769,115,32,0.261,0.384,0.373,0.757,0.111,0.0929368029739776
770,139,86,0.265,0.353,0.45,0.803,0.185,0.0598006644518272
771,109,37,0.256,0.353,0.369,0.722,0.113,0.024340770791075
772,143,69,0.298,0.358,0.49,0.848,0.192,0.1073446327683615
773,131,65,0.278,0.327,0.464,0.791,0.186,0.0408560311284046
774,118,87,0.265,0.342,0.456,0.798,0.191,0.0884086444007858
775,140,49,0.283,0.35,0.417,0.767,0.134,0.0581818181818181
